    thread EPS_module.EPS_firmware.mppt_control,     0,000 MIPS,    0,000 MIPS,
    thread EPS_module.EPS_firmware.payload_i2c_data,     0,000 MIPS,    0,000 MIPS,
  process EPS_module.EPS_firmware,   0,000 MIPS,  0,000 MIPS,
system EPS_module, 0,000 MIPS,0,000 MIPS,
  device OBDH_module.imu_1,   0,000 MIPS,  0,000 MIPS,
  device OBDH_module.imu_2,   0,000 MIPS,  0,000 MIPS,
  device OBDH_module.voltage_monitor,   0,000 MIPS,  0,000 MIPS,
  device OBDH_module.current_driver_x,   0,000 MIPS,  0,000 MIPS,
  device OBDH_module.current_driver_y,   0,000 MIPS,  0,000 MIPS,
  device OBDH_module.current_driver_z,   0,000 MIPS,  0,000 MIPS,
  device OBDH_module.current_sensor_board,   0,000 MIPS,  0,000 MIPS,
  device OBDH_module.current_sensor_x,   0,000 MIPS,  0,000 MIPS,
  device OBDH_module.current_sensor_y,   0,000 MIPS,  0,000 MIPS,
  device OBDH_module.current_sensor_z,   0,000 MIPS,  0,000 MIPS,
  device OBDH_module.voltage_sensor_board,   0,000 MIPS,  0,000 MIPS,
  process OBDH_module.OBDH_firmware,   0,000 MIPS,  0,000 MIPS,
system OBDH_module, 0,000 MIPS,0,000 MIPS,
  device TTC_module.main_radio,   0,000 MIPS,  0,000 MIPS,
  device TTC_module.beacon_radio,   0,000 MIPS,  0,000 MIPS,
    thread TTC_module.TTC_Firmware.system_init,     0,000 MIPS,    0,000 MIPS,
    thread TTC_module.TTC_Firmware.antenna_deploy,     0,000 MIPS,    0,000 MIPS,
    thread TTC_module.TTC_Firmware.NGHam_transmission,     0,000 MIPS,    0,000 MIPS,
    thread TTC_module.TTC_Firmware.AX25_transmission,     0,000 MIPS,    0,000 MIPS,
    thread TTC_module.TTC_Firmware.eps_data_processing,     0,000 MIPS,    0,000 MIPS,
    thread TTC_module.TTC_Firmware.obdh_data_processing,     0,000 MIPS,    0,000 MIPS,
    thread TTC_module.TTC_Firmware.radio_data_processing,     0,000 MIPS,    0,000 MIPS,
    thread TTC_module.TTC_Firmware.beacon_radio_reception,     0,000 MIPS,    0,000 MIPS,
    thread TTC_module.TTC_Firmware.radio_reset,     0,000 MIPS,    0,000 MIPS,
    thread TTC_module.TTC_Firmware.beacon_reset,     0,000 MIPS,    0,000 MIPS,
  process TTC_module.TTC_Firmware,   0,000 MIPS,  0,000 MIPS,
system TTC_module, 0,000 MIPS,0,000 MIPS,
Total, ,0,000 MIPS,


Detailed Memory Capacity Report 

Component,Capacity
memory OBDH_module.sd_card, 2,000 GByte,
memory OBDH_module.mcu_obdh.RAM, 0,000 KByte,
memory OBDH_module.mcu_obdh.Non_Vol, 512,000 KByte,
memory OBDH_module.mcu_obdh.sd_card, 2,000 GByte,
memory OBDH_module.mcu_obdh.ic_mem1, 16,384 MByte,
memory OBDH_module.mcu_obdh.ic_mem2, 16,384 MByte,
memory TTC_module.mcu_ttc.RAM, 0,000 KByte,
memory TTC_module.mcu_ttc.Non_Vol, 512,000 KByte,
Total, 4,034 GByte,


Detailed Memory Budget Report 

Component,Budget,Actual,Notes
device solar_panel_ym, 0,000 KByte,0,000 KByte,
device solar_panel_xp, 0,000 KByte,0,000 KByte,
device solar_panel_xm, 0,000 KByte,0,000 KByte,
device solar_panel_zp, 0,000 KByte,0,000 KByte,
device solar_panel_zm, 0,000 KByte,0,000 KByte,
device solar_panel_yp, 0,000 KByte,0,000 KByte,
  device EPS_module.sens_I_sp_ym,   0,000 KByte,  0,000 KByte,
  device EPS_module.sens_I_sp_xp,   0,000 KByte,  0,000 KByte,
  device EPS_module.sens_I_sp_xm,   0,000 KByte,  0,000 KByte,
  device EPS_module.sens_I_sp_zp,   0,000 KByte,  0,000 KByte,
  device EPS_module.sens_I_sp_zm,   0,000 KByte,  0,000 KByte,
  device EPS_module.sens_I_sp_yp,   0,000 KByte,  0,000 KByte,
  device EPS_module.sens_V_sp_1,   0,000 KByte,  0,000 KByte,
  device EPS_module.sens_V_sp_2,   0,000 KByte,  0,000 KByte,
  device EPS_module.sens_V_sp_3,   0,000 KByte,  0,000 KByte,
  device EPS_module.mppt_1,   0,000 KByte,  0,000 KByte,
  device EPS_module.mppt_2,   0,000 KByte,  0,000 KByte,
  device EPS_module.mppt_3,   0,000 KByte,  0,000 KByte,
  device EPS_module.temp_sensor,   0,000 KByte,  0,000 KByte,
  device EPS_module.heat_driver,   0,000 KByte,  0,000 KByte,
  device EPS_module.battery_monitor,   0,000 KByte,  0,000 KByte,
  device EPS_module.lmc555,   0,000 KByte,  0,000 KByte,
  device EPS_module.beacon_current,   0,000 KByte,  0,000 KByte,
  device EPS_module.vbus_voltage,   0,000 KByte,  0,000 KByte,
  device EPS_module.SP_Total_V,   0,000 KByte,  0,000 KByte,
  device EPS_module.DC_OBDH_TTC,   0,000 KByte,  0,000 KByte,
  device EPS_module.DC_PA_TTC,   0,000 KByte,  0,000 KByte,
  device EPS_module.DC_PA_Beacon,   0,000 KByte,  0,000 KByte,
  device EPS_module.DC_Payloads,   0,000 KByte,  0,000 KByte,
    thread EPS_module.EPS_firmware.temp_control,     0,000 KByte,    0,000 KByte,
    thread EPS_module.EPS_firmware.mppt_control,     0,000 KByte,    0,000 KByte,
    thread EPS_module.EPS_firmware.payload_i2c_data,     0,000 KByte,    0,000 KByte,
  process EPS_module.EPS_firmware,   0,000 KByte,  0,000 KByte,
system EPS_module, 0,000 KByte,0,000 KByte,
  device OBDH_module.imu_1,   0,000 KByte,  0,000 KByte,
  device OBDH_module.imu_2,   0,000 KByte,  0,000 KByte,
  device OBDH_module.voltage_monitor,   0,000 KByte,  0,000 KByte,
  device OBDH_module.current_driver_x,   0,000 KByte,  0,000 KByte,
  device OBDH_module.current_driver_y,   0,000 KByte,  0,000 KByte,
  device OBDH_module.current_driver_z,   0,000 KByte,  0,000 KByte,
  device OBDH_module.current_sensor_board,   0,000 KByte,  0,000 KByte,
  device OBDH_module.current_sensor_x,   0,000 KByte,  0,000 KByte,
  device OBDH_module.current_sensor_y,   0,000 KByte,  0,000 KByte,
  device OBDH_module.current_sensor_z,   0,000 KByte,  0,000 KByte,
  device OBDH_module.voltage_sensor_board,   0,000 KByte,  0,000 KByte,
  process OBDH_module.OBDH_firmware,   0,000 KByte,  0,000 KByte,
system OBDH_module, 0,000 KByte,0,000 KByte,
  device TTC_module.main_radio,   0,000 KByte,  0,000 KByte,
  device TTC_module.beacon_radio,   0,000 KByte,  0,000 KByte,
    thread TTC_module.TTC_Firmware.system_init,     0,000 KByte,    0,000 KByte,
    thread TTC_module.TTC_Firmware.antenna_deploy,     0,000 KByte,    0,000 KByte,
    thread TTC_module.TTC_Firmware.NGHam_transmission,     0,000 KByte,    0,000 KByte,
    thread TTC_module.TTC_Firmware.AX25_transmission,     0,000 KByte,    0,000 KByte,
    thread TTC_module.TTC_Firmware.eps_data_processing,     0,000 KByte,    0,000 KByte,
    thread TTC_module.TTC_Firmware.obdh_data_processing,     0,000 KByte,    0,000 KByte,
    thread TTC_module.TTC_Firmware.radio_data_processing,     0,000 KByte,    0,000 KByte,
    thread TTC_module.TTC_Firmware.beacon_radio_reception,     0,000 KByte,    0,000 KByte,
    thread TTC_module.TTC_Firmware.radio_reset,     0,000 KByte,    0,000 KByte,
    thread TTC_module.TTC_Firmware.beacon_reset,     0,000 KByte,    0,000 KByte,
  process TTC_module.TTC_Firmware,   0,000 KByte,  0,000 KByte,
system TTC_module, 0,000 KByte,0,000 KByte,
Total, ,0,000 KByte,


Detailed RAM Capacity Report 

Component,Capacity
memory OBDH_module.sd_card, 0,000 KByte,
memory OBDH_module.mcu_obdh.RAM, 66,000 KByte,
memory OBDH_module.mcu_obdh.Non_Vol, 0,000 KByte,
memory OBDH_module.mcu_obdh.sd_card, 0,000 KByte,
memory OBDH_module.mcu_obdh.ic_mem1, 0,000 KByte,
memory OBDH_module.mcu_obdh.ic_mem2, 0,000 KByte,
memory TTC_module.mcu_ttc.RAM, 66,000 KByte,
memory TTC_module.mcu_ttc.Non_Vol, 0,000 KByte,
Total, 132,000 KByte,


Detailed RAM Budget Report 

Component,Budget,Actual,Notes
device solar_panel_ym, 0,000 KByte,0,000 KByte,
device solar_panel_xp, 0,000 KByte,0,000 KByte,
device solar_panel_xm, 0,000 KByte,0,000 KByte,
device solar_panel_zp, 0,000 KByte,0,000 KByte,
device solar_panel_zm, 0,000 KByte,0,000 KByte,
device solar_panel_yp, 0,000 KByte,0,000 KByte,
  device EPS_module.sens_I_sp_ym,   0,000 KByte,  0,000 KByte,
  device EPS_module.sens_I_sp_xp,   0,000 KByte,  0,000 KByte,
  device EPS_module.sens_I_sp_xm,   0,000 KByte,  0,000 KByte,
  device EPS_module.sens_I_sp_zp,   0,000 KByte,  0,000 KByte,
  device EPS_module.sens_I_sp_zm,   0,000 KByte,  0,000 KByte,
  device EPS_module.sens_I_sp_yp,   0,000 KByte,  0,000 KByte,
  device EPS_module.sens_V_sp_1,   0,000 KByte,  0,000 KByte,
  device EPS_module.sens_V_sp_2,   0,000 KByte,  0,000 KByte,
  device EPS_module.sens_V_sp_3,   0,000 KByte,  0,000 KByte,
  device EPS_module.mppt_1,   0,000 KByte,  0,000 KByte,
  device EPS_module.mppt_2,   0,000 KByte,  0,000 KByte,
  device EPS_module.mppt_3,   0,000 KByte,  0,000 KByte,
  device EPS_module.temp_sensor,   0,000 KByte,  0,000 KByte,
  device EPS_module.heat_driver,   0,000 KByte,  0,000 KByte,
  device EPS_module.battery_monitor,   0,000 KByte,  0,000 KByte,
  device EPS_module.lmc555,   0,000 KByte,  0,000 KByte,
  device EPS_module.beacon_current,   0,000 KByte,  0,000 KByte,
  device EPS_module.vbus_voltage,   0,000 KByte,  0,000 KByte,
  device EPS_module.SP_Total_V,   0,000 KByte,  0,000 KByte,
  device EPS_module.DC_OBDH_TTC,   0,000 KByte,  0,000 KByte,
  device EPS_module.DC_PA_TTC,   0,000 KByte,  0,000 KByte,
  device EPS_module.DC_PA_Beacon,   0,000 KByte,  0,000 KByte,
  device EPS_module.DC_Payloads,   0,000 KByte,  0,000 KByte,
    thread EPS_module.EPS_firmware.temp_control,     0,000 KByte,    0,000 KByte,
    thread EPS_module.EPS_firmware.mppt_control,     0,000 KByte,    0,000 KByte,
    thread EPS_module.EPS_firmware.payload_i2c_data,     0,000 KByte,    0,000 KByte,
  process EPS_module.EPS_firmware,   0,000 KByte,  0,000 KByte,
system EPS_module, 0,000 KByte,0,000 KByte,
  device OBDH_module.imu_1,   0,000 KByte,  0,000 KByte,
  device OBDH_module.imu_2,   0,000 KByte,  0,000 KByte,
  device OBDH_module.voltage_monitor,   0,000 KByte,  0,000 KByte,
  device OBDH_module.current_driver_x,   0,000 KByte,  0,000 KByte,
  device OBDH_module.current_driver_y,   0,000 KByte,  0,000 KByte,
  device OBDH_module.current_driver_z,   0,000 KByte,  0,000 KByte,
  device OBDH_module.current_sensor_board,   0,000 KByte,  0,000 KByte,
  device OBDH_module.current_sensor_x,   0,000 KByte,  0,000 KByte,
  device OBDH_module.current_sensor_y,   0,000 KByte,  0,000 KByte,
  device OBDH_module.current_sensor_z,   0,000 KByte,  0,000 KByte,
  device OBDH_module.voltage_sensor_board,   0,000 KByte,  0,000 KByte,
  process OBDH_module.OBDH_firmware,   0,000 KByte,  0,000 KByte,
system OBDH_module, 0,000 KByte,0,000 KByte,
  device TTC_module.main_radio,   0,000 KByte,  0,000 KByte,
  device TTC_module.beacon_radio,   0,000 KByte,  0,000 KByte,
    thread TTC_module.TTC_Firmware.system_init,     0,000 KByte,    0,000 KByte,
    thread TTC_module.TTC_Firmware.antenna_deploy,     0,000 KByte,    0,000 KByte,
    thread TTC_module.TTC_Firmware.NGHam_transmission,     0,000 KByte,    0,000 KByte,
    thread TTC_module.TTC_Firmware.AX25_transmission,     0,000 KByte,    0,000 KByte,
    thread TTC_module.TTC_Firmware.eps_data_processing,     0,000 KByte,    0,000 KByte,
    thread TTC_module.TTC_Firmware.obdh_data_processing,     0,000 KByte,    0,000 KByte,
    thread TTC_module.TTC_Firmware.radio_data_processing,     0,000 KByte,    0,000 KByte,
    thread TTC_module.TTC_Firmware.beacon_radio_reception,     0,000 KByte,    0,000 KByte,
    thread TTC_module.TTC_Firmware.radio_reset,     0,000 KByte,    0,000 KByte,
    thread TTC_module.TTC_Firmware.beacon_reset,     0,000 KByte,    0,000 KByte,
  process TTC_module.TTC_Firmware,   0,000 KByte,  0,000 KByte,
system TTC_module, 0,000 KByte,0,000 KByte,
Total, ,0,000 KByte,
